GARE;CODE_DEP;CODE_INSEE;CODE_UIC;CODE_POSTAL;LONG;LAT; NB_VOY_2022 ; NB_VOY_2021 ; NB_VOY_2020 ; NB_VOY_2019 ; NB_VOY_2018 ; NB_VOY_2017 ; NB_VOY_2016 ; NB_VOY_2015 ;POP_2023;POP_2019;POP_2013;NB_FOYER_2020;NB_FOYER_2020_REV_0_10000;NB_FOYER_2020_REV_10000_12000;NB_FOYER_2020_REV_12001_15000;NB_FOYER_2020_REV_15001_20000;NB_FOYER_2020_REV_20001_30000;NB_FOYER_2020_REV_30001_50000;NB_FOYER_2020_REV_50001_100000;NB_FOYER_2020_REV_PLUS_100001;REV_MED_2020;PIMP_2020;TP_2020;LOG_2019;RP_2019;RS_2019;LOGVAC_2019;EMPLT_2019;EMPLT_2013;POP_1564_2019;CHOMEUR_1564_2019;POP_ACT_1564_2019;SUPERF;NB_TRANS_2017;NB_TRANS_2018;NB_TRANS_2019;NB_TRANS_2020;NB_TRANS_2021;NB_TRANS_2022;PXMED_2017;PXMED_2018;PXMED_2019;PXMED_2020;PXMED_2021;PXMED_2022;DepT TN_2017;DepT TN_2018;DepT TN_2019;DepT TN_2020;DepT TN_2021;DepT TN_2022;DepT TGV_2017;DepT TGV_2018;DepT TGV_2019;DepT TGV_2020;DepT TGV_2021;DepT TGV_2022;DepT TER_2017;DepT TER_2018;DepT TER_2019;DepT TER_2020;DepT TER_2021;DepT TER_2022;DepT INTERCITES_2017;DepT INTERCITES_2018;DepT INTERCITES_2019;DepT INTERCITES_2020;DepT INTERCITES_2021;DepT INTERCITES_2022
Condé-sur-Huisne;61;61116;87394288;61110;0.8487023;48.3834826; 24 077 ; 21 903 ; 15 963 ; 15 552 ; 12 395 ; 13 533 ; 16 329 ; 18 717 ;2046;2058;2203;1 195;235;61;130;212;251;220;64;22;21200;NA;NA;1245.82803832576;928.161371659091;200.734151329243;116.932515337423;469.401018703654;463.336863025241;1219.40443772063;105.752899647;953.802824004037;52.36;4;10;17;13;12;NA;624;833;1067;1226;1153;NA;0;0;0;0;0;0;0;0;0;0;0;0;4754;4550;4482;5385;4698;4691;0;0;0;0;0;0
Flers;61;61169;87448001;61100;-0.573216;48.744785; 144 527 ; 99 533 ; 77 154 ; 126 812 ; 118 812 ; 126 503 ; 125 648 ; 121 625 ;14928;14762;14761;8 899;2 801;625;900;1 590;1 491;1 057;354;81;18270;33;25;8582.43265106766;7340.5752210209;168.972123358361;1072.8853066884;9636.22267135517;10021.0686977261;8505.01405803917;1241.28409921613;5884.66201422701;21.15;52;104;132;99;32;1;720;875;909;977;950;959;0;0;0;0;0;0;0;0;0;0;0;0;188;194;200;2955;3652;3802;3844;3604;3671;0;0;0
L'Aigle;61;61214;87444638;61300;0.620014;48.766229; 191 084 ; 132 125 ; 99 820 ; 150 610 ; 134 750 ; 138 322 ; 136 643 ; 126 755 ;8144;7961;7983;5 033;1 696;379;484;904;757;558;199;56;18450;35;25;4872.25217790547;4137.30760150009;138.928917040556;596.015659364828;5102.47188396296;5099.82958187247;4505.53638429502;730.544432673379;3148.2285540515;18.02;25;35;48;59;38;3;1090;1155;1189;1111;1196;1716;0;0;0;0;0;0;0;0;0;0;0;0;1268;1265;1251;4036;4730;4853;3858;3677;3726;0;0;0
Le Merlerault;61;61275;87444588;61240;0.2832169;48.7024888; 6 ; 5 ; 17 ; 726 ; 521 ; 483 ; 593 ; 573 ;770;772;886;484;NA;NA;NA;NA;NA;NA;NA;NA;18980;NA;NA;580.305791163511;400.878989361709;39.5510692143757;139.875732587426;304.484804667928;300.569923130973;426.510638297883;39.9853723404266;331.160904255328;19.1;4;4;4;5;8;NA;1147;869;517;714;926;NA;0;0;0;0;0;0;0;0;0;0;0;0;642;615;604;620;0;0;57;49;53;0;0;0
Sainte-Gauburge;61;61389;87444604;61370;0.4281082;48.7172632; 1 463 ; 1 412 ; 1 062 ; 3 656 ; 3 617 ; 3 826 ; 4 134 ; 3 578 ;1045;1041;1102;643;NA;NA;NA;NA;NA;NA;NA;NA;19260;NA;NA;740.97321658447;544.937469137859;62.3293145727686;133.706432873842;411.702146165372;419.895234866918;539.84442467315;65.1909691482077;383.997264053216;21.17;6;6;11;10;4;NA;826;366;829;1032;745;NA;0;0;0;0;0;0;0;0;0;0;0;0;1269;1265;1232;1132;405;397;57;49;53;0;0;0
Sées;61;61464;87444695;61500;0.1661851;48.5998998; 76 533 ; 59 540 ; 41 849 ; 77 199 ; 77 622 ; 89 164 ; 85 925 ; 92 300 ;4634;4198;4319;2 513;787;191;266;429;387;331;107;15;19970;34;16;2383.9918312757;1934.64360049373;38.5445434982271;410.803687283736;2185.80563353544;2240.44618710471;2373.21705634631;268.125638117549;1702.92185329203;40.31;12;21;24;18;23;3;945;916;907;767;1034;1602;0;0;0;0;0;0;0;0;0;0;0;0;5380;4529;4656;4741;4474;4866;1153;1022;1066;0;0;0
Le Theil - La Rouge;61;61484;87396333;61260;0.6944581;48.2672964; 18 634 ; 15 313 ; 13 117 ; 20 229 ; 18 549 ; 18 680 ; 20 037 ; 21 490 ;3482;3432;3820;1 990;304;110;218;411;390;409;133;15;21260;48;11;1999;1542;192;265;2121.84781053558;2561.25005889063;2070;175;1564;63.26;5;24;12;13;17;1;870;1196;919;1036;1068;1149;0;0;0;0;0;0;0;0;0;0;0;0;4330;3957;3973;4977;4093;4487;0;0;0;0;0;0
Achiet-le-Grand;62;62005;87342048;62121;2.780168;50.1317525; 80 648 ; 71 432 ; 67 305 ; 97 848 ; 92 323 ; 96 451 ; 92 084 ; 92 018 ;974;971;1022;528;NA;NA;NA;NA;NA;NA;NA;NA;20650;NA;NA;428.811055585717;389.811055585717;3;36;343.244547140787;362.618478543403;626.698335554615;66.3518750306865;478.691366106378;5.08;5;6;2;4;8;1;1172;1269;1309;990;1115;2319;0;0;0;0;0;0;0;0;0;0;0;0;7866;7257;7379;4655;6176;7093;0;0;0;0;0;0
Pont d'Ardres;62;62038;87281410;62610;1.9712144;50.8920781; 5 129 ; 4 204 ; 3 152 ; 5 059 ; 4 449 ; 4 420 ; 3 133 ; 2 989 ;4453;4403;4287;2 458;602;149;216;388;444;426;199;34;20510;44;16;2132.59479220386;1870.58369790229;124.816308702713;137.19478559885;1221.12072633472;1368.10256378295;2662.4193600107;265.082716547662;1882.56762170393;13.52;16;17;26;33;26;11;1663;1724;1591;1622;1715;1903;0;0;0;0;0;0;0;0;0;0;0;0;3307;2822;2939;3444;4647;4915;0;0;0;0;0;0
Arras;62;62041;87342014;62000;2.781942;50.286673; 3 920 113 ; 2 979 908 ; 2 622 169 ; 4 297 088 ; 4 060 559 ; 4 361 839 ; 4 138 307 ; 4 145 669 ;43133;41694;40830;25 713;8 260;1 468;2 293;4 073;4 303;3 133;1 771;412;19680;44;23;23828.8045652438;21146.4723951222;451.065320414149;2231.26684970746;33021.5721526922;33456.3356635572;27328.5509376651;3923.85173219623;19409.1274019879;11.63;186;315;425;376;313;82;1530;1586;1667;1750;1867;1982;0;0;0;0;0;0;11215;10153;10071;7145;9858;10612;23013;20385;21253;15661;19264;20466;0;0;0;0;0;2
Aubigny-en-Artois;62;62045;87342246;62690;2.5928045;50.35297; 21 509 ; 21 048 ; 39 296 ; 50 207 ; 48 982 ; 58 250 ; 60 607 ; 63 351 ;1496;1472;1399;845;NA;NA;NA;NA;NA;NA;NA;NA;21240;NA;NA;680.338862798848;633.840368822945;10.1083682556312;36.3901257202724;1069.59433383247;979.307498934509;845.78385164756;63.6825488299336;632.845328997468;6.27;3;7;9;4;8;4;1750;1700;1471;1646;1728;2595;0;0;0;0;0;0;0;0;0;0;0;0;5023;3723;4036;2173;0;1382;0;0;0;0;0;0
Audruicq;62;62057;87281428;62370;2.07636;50.87567; 281 007 ; 232 323 ; 197 448 ; 250 145 ; 233 256 ; 244 600 ; 233 684 ; 231 014 ;5480;5434;5330;2 939;668;181;246;461;576;536;242;29;20700;44;17;2372.77010311618;2171.67257665079;17.1791856779485;183.918340787449;1456.11452698189;1468.08242666385;3281.64765430389;344.352171343343;2325.99322607513;14.44;14;30;41;53;24;10;1582;1417;1404;1712;1734;1838;0;0;0;0;0;0;0;0;0;0;0;0;11889;10294;10739;9512;11440;11750;0;0;0;0;0;0
Avion;62;62065;87342584;62210;2.83365;50.40723; 54 976 ; 47 150 ; 45 458 ; 84 499 ; 78 849 ; 83 024 ; 77 329 ; 79 387 ;17812;17625;17876;9 818;3 252;626;977;1 803;1 621;1 224;284;31;17240;31;26;8121.69473171071;7375.9177350738;13.9083126484051;731.868683988499;3160.40042840059;3293.73207600289;11083.6616390365;1579.09105935712;7108.9398057025;13.04;44;75;95;101;100;23;1400;1296;1225;1455;1553;1566;0;0;0;0;0;0;0;0;0;0;0;0;10237;9333;9630;4086;7121;7275;0;0;0;0;0;0
Bailleul-Sir-Berthoult;62;62073;87342592;62580;2.8409809;50.3351257; 647 ; 540 ; 640 ; 852 ; 687 ; 951 ; 1 628 ; 1 035 ;1453;1423;1292;731;NA;NA;NA;NA;NA;NA;NA;NA;25420;NA;NA;608.702867628854;577.96918767507;2.11956413474372;28.6141158190402;250.602665305956;239.866450957882;886.883753501401;42.8494397759104;695.556022408964;9.35;3;10;4;8;5;2;1806;1464;1705;1819;1425;1375;0;0;0;0;0;0;0;0;0;0;0;0;1489;1398;1385;363;456;452;0;0;0;0;0;0
Béthune;62;62119;87342006;62400;2.64055;50.52144; 1 601 485 ; 1 275 459 ; 1 134 785 ; 1 838 636 ; 1 744 515 ; 1 844 883 ; 1 775 966 ; 1 827 943 ;25314;25039;25463;15 796;5 672;911;1 406;2 364;2 433;1 919;833;258;18750;39;25;14177.1345099153;12027.6717927368;155.238777926351;1994.22393925218;17108.1123890742;17961.2745293623;16162.3496134058;2400.28443127428;10825.6650509662;9.46;110;221;223;208;176;31;1148;1250;1332;1317;1515;1641;0;0;0;0;0;0;4286;3765;3870;2140;2878;2908;23180;21080;21636;13315;18630;19194;0;0;0;0;0;0
Beuvry lès Béthune;62;62126;87342402;62660;2.6924093;50.5356021; 12 518 ; 10 410 ; 7 478 ; 16 102 ; 12 855 ; 13 702 ; 12 758 ; 14 810 ;9323;9219;9298;5 322;1 399;302;493;908;944;915;320;41;19890;40;18;4374;3919;29;426;3165.82209806409;3068.28137678311;5676;639;3978;16.85;32;67;61;44;48;7;1351;1373;1488;1502;1641;1829;0;0;0;0;0;0;0;0;0;0;0;0;5312;4819;4967;4215;5438;4903;0;0;0;0;0;0
Biache-Saint-Vaast;62;62128;87342097;62118;2.9414975;50.3162525; 63 288 ; 47 484 ; 37 582 ; 61 097 ; 57 790 ; 64 218 ; 59 082 ; 60 233 ;4459;4305;3993;2 366;421;145;215;443;479;494;158;11;21000;44;11;1854.7642162182;1745.15827829647;8.35092860356018;101.255009318167;1089.64167232515;951.80414453972;2636.83762240948;199.914598041448;1989.94557048508;9.29;18;29;23;39;26;5;1551;1541;1506;1528;1739;2360;0;0;0;0;0;0;0;0;0;0;0;0;8270;7448;7762;4669;5820;5663;0;0;0;0;0;0
Billy-Montigny;62;62133;87345140;62420;2.91206;50.41556; 175 848 ; 140 881 ; 138 698 ; 233 559 ; 221 159 ; 221 829 ; 203 519 ; 213 104 ;8222;8177;8213;4 428;1 513;305;438;784;720;528;128;12;16980;30;29;3704.69185501963;3310.73146731385;1.0024437346203;392.957943971159;1190.69345912097;1340.58436314838;5134.73444665777;818.752675976992;3447.93286681276;2.71;24;52;52;53;36;12;953;1325;1248;1224;1382;1521;0;0;0;0;0;0;0;0;0;0;0;0;17388;15686;16419;11025;14383;14356;0;0;0;0;0;0
Boisleux-au-Mont;62;62151;87342071;62175;2.771855;50.2104665; 2 055 ; 1 346 ; 879 ; 1 937 ; 1 115 ; 894 ; 636 ; 1 478 ;520;512;507;273;NA;NA;NA;NA;NA;NA;NA;NA;23970;NA;NA;203;191;0;12;30.8681549642837;45.8163940442313;319;23;250;4.66;2;2;2;1;2;1;1282;1548;1825;1117;1249;1149;0;0;0;0;0;0;0;0;0;0;0;0;1936;1630;1629;3085;4010;3782;0;0;0;0;0;0
Boulogne Tintelleries;62;62160;87317016;62200;1.60904;50.72729; 267 068 ; 242 201 ; 208 525 ; 314 693 ; 286 180 ; 306 739 ; 292 292 ; 306 653 ;40985;40251;42537;25 112;9 361;1 722;2 430;4 338;3 821;2 460;841;139;17410;34;28;23494.4516416428;20005.5651948622;429.051983612679;3059.83446316793;21232.0927688079;22112.8487088231;25541.2666541326;4639.52725515879;17401.6624874515;8.42;132;281;321;350;295;105;1202;1261;1236;1316;1440;1633;0;0;0;0;0;0;0;0;0;0;0;0;11299;9950;10465;5822;4742;7124;0;0;0;0;0;0
Boulogne-sur-Mer;62;62160;87317586;62200;1.60964;50.71570; 952 689 ; 741 122 ; 568 031 ; 830 447 ; 784 536 ; 857 777 ; 858 187 ; 921 416 ;40985;40251;42537;25 112;9 361;1 722;2 430;4 338;3 821;2 460;841;139;17410;34;28;23494.4516416428;20005.5651948622;429.051983612679;3059.83446316793;21232.0927688079;22112.8487088231;25541.2666541326;4639.52725515879;17401.6624874515;8.42;132;281;321;350;295;105;1202;1261;1236;1316;1440;1633;0;0;0;0;0;0;921;866;850;863;1837;1608;12285;10784;13030;8522;8782;11551;1622;1537;0;0;0;0
Brebières;62;62173;87345108;62117;3.0142;50.33624; 83 023 ; 70 529 ; 66 521 ; 86 470 ; 81 038 ; 81 110 ; 79 737 ; 79 692 ;5201;5088;4895;2 860;510;154;233;494;574;597;252;46;22030;49;11;2271.53665727827;2140.83736547304;6.3755752100111;124.323716595216;1683.08950528115;1788.52618122465;3265.19121250336;317.422617568441;2431.21448546073;10.8;22;44;58;45;33;9;1521;1603;1561;1715;1900;1722;0;0;0;0;0;0;0;0;0;0;0;0;7983;7040;7330;4669;5820;5663;0;0;0;0;0;0
Bully - Grenay;62;62186;87342105;62160;2.73317;50.44843; 121 994 ; 106 125 ; 99 295 ; 181 839 ; 174 904 ; 198 058 ; 196 459 ; 204 688 ;12152;12156;12678;7 005;2 048;498;684;1 272;1 227;961;283;32;18690;34;21;5631.96266677668;5104.20359500591;31.9005548275646;495.858516943203;2430.48951975491;2455.77098110081;7473.08709300068;972.844301240653;5037.47652079659;7.66;35;62;90;53;29;7;1535;1565;1340;1591;1645;1556;0;0;0;0;0;0;0;0;0;0;0;0;13176;11951;12289;7124;9706;9943;0;0;0;0;0;0
Caffiers;62;62191;87317321;62132;1.8120345;50.8500679; 2 566 ; 1 110 ; 1 764 ; 3 196 ; 2 945 ; 3 274 ; 5 727 ; 6 298 ;731;732;739;390;NA;NA;NA;NA;NA;NA;NA;NA;19910;NA;NA;248;223;4;21;220.252237747374;212.811808799326;384;46;267;4.77;1;3;1;NA;3;NA;966;1705;2484;NA;1667;NA;0;0;0;0;0;0;0;0;0;0;0;0;2437;2237;2345;580;748;799;0;0;0;0;0;0
Calais;62;62193;87317263;62100;1.850819;50.953481; 1 173 143 ; 923 165 ; 757 575 ; 998 639 ; 895 183 ; 982 337 ; 999 319 ; 1 074 918 ;68193;72509;72520;42 135;14 858;2 720;3 838;6 827;7 037;5 157;1 478;220;17640;34;27;36366.3571092112;31896.2044080797;661.35695156966;3808.79574956182;30411.0324557998;31405.8122090976;47224.9538454575;7867.60374643155;29084.807175538;33.5;291;630;661;682;543;195;1278;1287;1268;1374;1458;1484;0;0;0;0;0;0;595;510;516;0;0;2;13526;11951;12700;9910;11035;12190;0;38;44;0;1;22
Les Fontinettes;62;62193;87317305;62100;1.8496343;50.940831; 28 971 ; 17 846 ; 14 946 ; 30 715 ; 25 605 ; 26 935 ; 24 662 ; 22 148 ;68193;72509;72520;42 135;14 858;2 720;3 838;6 827;7 037;5 157;1 478;220;17640;34;27;36366.3571092112;31896.2044080797;661.35695156966;3808.79574956182;30411.0324557998;31405.8122090976;47224.9538454575;7867.60374643155;29084.807175538;33.5;291;630;661;682;543;195;1278;1287;1268;1374;1458;1484;0;0;0;0;0;0;0;0;0;0;0;0;19487;17007;17912;10647;12773;13446;0;0;0;0;0;0
Beau Marais;62;62193;87317610;62100;1.8983301;50.945371; 5 302 ; 5 232 ; 3 180 ; 2 990 ; 2 191 ; 3 080 ; 1 828 ; 1 292 ;68193;72509;72520;42 135;14 858;2 720;3 838;6 827;7 037;5 157;1 478;220;17640;34;27;36366.3571092112;31896.2044080797;661.35695156966;3808.79574956182;30411.0324557998;31405.8122090976;47224.9538454575;7867.60374643155;29084.807175538;33.5;291;630;661;682;543;195;1278;1287;1268;1374;1458;1484;0;0;0;0;0;0;0;0;0;0;0;0;2652;2281;2498;2035;2612;2616;0;0;0;0;0;0
Calonne-Ricouart;62;62194;87342543;62470;2.4812098;50.4827036; 30 702 ; 20 684 ; 9 333 ; 54 456 ; 57 276 ; 65 520 ; 72 788 ; 70 921 ;5539;5507;5563;3 272;1 168;222;347;574;538;332;n.c.;n.c.;17130;29;27;2572.54610317535;2293.64478473518;19.3398724465808;259.561445993585;1582.2935667083;1244.08912550381;3389.11210800616;512.397293991586;2238.31996688273;4.61;7;35;23;22;19;5;1321;1091;1136;1326;1311;1770;0;0;0;0;0;0;0;0;0;0;0;0;3166;2854;2859;0;2527;3623;0;0;0;0;0;0
Pernes - Camblain;62;62197;87342550;62550;2.4310823;50.4802048; 14 043 ; 7 607 ; 2 820 ; 19 542 ; 18 796 ; 22 198 ; 23 632 ; 21 222 ;1791;1779;1782;942;NA;NA;NA;NA;NA;NA;NA;NA;19610;NA;NA;797.412805954776;710.334574885197;8.100300564612;78.977930504967;184.751346682305;158.114473153455;1093.29726851527;117.864225241714;773.690303570281;10.04;5;8;9;4;1;NA;1151;1203;871;1085;1654;NA;0;0;0;0;0;0;0;0;0;0;0;0;3166;2854;2859;0;2527;3623;0;0;0;0;0;0
Dannes - Camiers;62;62201;87317081;62187;1.614825;50.5759062; 11 836 ; 12 562 ; 9 337 ; 10 346 ; 9 826 ; 11 730 ; 15 102 ; 13 095 ;2746;2730;2636;1 755;418;99;159;302;355;324;n.c.;n.c.;20950;46;13;3944.26585877624;1125.54817521883;2743.48500517064;75.2326783867635;645.701737992294;608.042816255955;1653.33201053004;169.306717857243;1090.13344451221;16.13;27;60;92;72;66;13;2441;2354;2336;2710;2753;3182;0;0;0;0;0;0;0;0;0;0;0;0;3690;2912;3035;2764;3240;3482;0;0;0;0;0;0
Chocques;62;62224;87342220;62920;2.564749;50.5382038; 2 735 ; 3 386 ; 3 389 ; 5 799 ; 4 462 ; 5 183 ; 6 643 ; 6 723 ;2848;2831;2961;1 566;276;102;156;316;340;283;n.c.;n.c.;19980;41;14;1307.97910825669;1178.88093474071;9.00684931506849;120.091324200913;483.568039597087;426.870725411671;1772.56647233208;151.050079941067;1222.2370063988;7.95;13;22;32;17;13;2;946;1204;1099;1409;1351;2073;0;0;0;0;0;0;0;0;0;0;0;0;2062;1812;1924;363;456;452;0;0;0;0;0;0
Corbehem;62;62240;87345116;62112;3.0405375;50.3428545; 27 638 ; 22 452 ; 18 911 ; 29 767 ; 29 762 ; 31 272 ; 30 967 ; 34 093 ;2287;2302;2313;1 233;222;73;130;211;258;261;n.c.;n.c.;21200;46;12;942.363607666894;886.506567437009;8.81953266787659;47.0375075620085;241.40161098391;479.562848893529;1378.89207533014;136.762003832556;1047.58417997642;2.6;12;22;14;27;7;1;1253;1485;1231;1476;1731;1292;0;0;0;0;0;0;0;0;0;0;0;0;6495;5720;5936;3969;4910;4766;0;0;0;0;0;0
Courcelles-le-Comte;62;62248;87342063;62121;2.7880351;50.1694124; 1 465 ; 1 272 ; 703 ; 102 ; 94 ; 396 ; 816 ; 1 126 ;479;469;447;255;NA;NA;NA;NA;NA;NA;NA;NA;22740;NA;NA;210.098661028894;187.401691331924;3.40454545454545;19.2924242424242;31.4671147474131;27.0690375105812;308.369978858351;19.830866807611;236.978858350951;7.94;1;3;5;2;5;NA;988;625;1404;1839;1314;NA;0;0;0;0;0;0;0;0;0;0;0;0;1936;1630;1629;3085;4010;3782;0;0;0;0;0;0
Cuinchy;62;62262;87342410;62149;2.7473533;50.5219693; 34 787 ; 28 381 ; 28 144 ; 47 390 ; 44 635 ; 47 566 ; 46 774 ; 47 637 ;1773;1746;1731;947;NA;NA;NA;NA;NA;NA;NA;NA;22070;NA;NA;732.956263843109;685.819008941148;4.09889173060529;43.0383631713555;237.619409098643;209.911610897197;1064.62193629404;65.7907770205171;814.410073117613;4.15;10;9;15;11;5;2;1441;1712;1605;1313;1429;1738;0;0;0;0;0;0;0;0;0;0;0;0;7209;6542;6745;4859;6184;5641;0;0;0;0;0;0
Dourges;62;62274;87345165;62119;2.98697;50.43192; 209 548 ; 165 763 ; 152 051 ; 255 384 ; 247 741 ; 255 066 ; 240 705 ; 251 402 ;5967;5928;5735;3 169;675;206;283;582;637;576;198;12;20070;41;16;2549.04865623464;2382.46190544599;7.11041009463722;159.476340694006;2487.72968879976;2107.13680206077;3845.22117312533;451.447224422392;2737.01375289614;10.48;20;36;42;43;31;4;1399;1456;1361;1566;1614;1538;0;0;0;0;0;0;0;0;0;0;0;0;17388;15686;16419;11026;14383;14356;0;0;0;0;0;0
Watten - Éperlecques;62;62297;87281436;62910;2.2079599;50.8254043; 102 356 ; 86 007 ; 82 999 ; 113 082 ; 96 927 ; 101 732 ; 95 636 ; 95 658 ;3790;3696;3411;1 925;420;102;160;313;388;363;161;18;20550;45;16;1497.9711035838;1384.87887193397;36.6785616161615;76.4136700336698;681.799393042781;565.83606777803;2332.55218826671;211.110574304989;1702.9709854348;25.56;6;13;21;17;12;4;1415;1486;1619;1565;1752;1801;0;0;0;0;0;0;0;0;0;0;0;0;11889;10294;10739;9512;11440;11749;0;0;0;0;0;1
Étaples - Le Touquet;62;62318;87317065;62630;1.64231;50.51686; 533 197 ; 396 110 ; 268 566 ; 388 912 ; 354 757 ; 377 338 ; 358 759 ; 389 755 ;10928;10912;11158;6 289;1 747;395;705;1 181;1 098;858;259;46;18530;35;19;5332.90063276599;4731.42304587645;261.250073308951;340.227513580585;5022.64689128951;4890.43028934298;6760.2822619372;901.989787311363;4776.65523729754;12.95;44;96;115;122;102;37;1674;1540;1711;1750;2016;2452;0;0;0;0;0;0;665;583;479;377;1036;729;9273;6912;10245;8011;9334;13661;3225;3063;0;0;0;1
Farbus;62;62324;87342527;62580;2.8310408;50.357641; 1 070 ; 1 072 ; 2 352 ; 3 655 ; 2 718 ; 1 824 ; 1 852 ; 2 630 ;615;590;536;350;NA;NA;NA;NA;NA;NA;NA;NA;25140;NA;NA;278.04054010089;255.221642463094;3.25984251968505;19.5590551181103;87.9763852734813;68.232318249968;363.329277308948;16.1558545788829;280.841137596732;3.49;2;NA;2;2;1;NA;1002;NA;1540;2441;1399;NA;0;0;0;0;0;0;0;0;0;0;0;0;1489;1398;1385;363;456;452;0;0;0;0;0;0
Le Haut Banc;62;62329;87316687;62250;1.7722209;50.8163364; 1 359 ; 1 804 ; 2 705 ; 4 388 ; 4 759 ; 6 494 ; 6 223 ; 6 543 ;1771;1768;1840;950;NA;NA;NA;NA;NA;NA;NA;NA;19630;NA;NA;722.491974295482;667.417475728147;6.11938872970392;48.9551098376313;368.13541791224;441.475945838908;1139.96116504854;120.155339805825;820.893203883495;8.97;3;5;6;12;14;7;1248;1260;1636;1223;1570;1554;0;0;0;0;0;0;0;0;0;0;0;0;2400;2203;2311;580;749;799;0;0;0;0;0;0
Fouquereuil;62;62349;87342204;62232;2.6074449;50.5255091; 1 438 ; 1 275 ; 1 055 ; 1 632 ; 1 099 ; 1 065 ; 2 086 ; 2 236 ;1652;1609;1340;819;NA;NA;NA;NA;NA;NA;NA;NA;21910;NA;NA;674.264805243668;642.019643953346;0.895698924731183;31.3494623655914;97.6345275474485;103.786586296333;1015.37875997545;80.9932473910374;777.337630448128;2.01;4;7;9;10;7;1;1598;1439;1711;1764;1757;1209;0;0;0;0;0;0;0;0;0;0;0;0;998;948;926;363;456;452;0;0;0;0;0;1
Calais - Fréthun;62;62360;87281071;62185;1.810891;50.901221; 688 087 ; 497 057 ; 415 684 ; 773 711 ; 714 434 ; 747 269 ; 706 331 ; 698 676 ;1404;1389;1230;716;NA;NA;NA;NA;NA;NA;NA;NA;23210;NA;NA;566;550;3;13;344.915925021864;338.960093086012;863;71;686;7.92;4;16;5;4;9;3;1692;1755;1908;1472;2050;1784;0;0;0;0;0;0;2095;1973;1929;1800;2669;2752;14415;12703;13320;5214;6091;6184;0;0;0;0;0;1
Frévin-Capelle;62;62363;87342212;62690;2.6338262;50.3473177; 2 396 ; 1 808 ; 3 906 ; 4 836 ; 6 540 ; 7 935 ; 7 961 ; 7 262 ;389;382;370;207;NA;NA;NA;NA;NA;NA;NA;NA;24010;NA;NA;174.339377414571;166.150028302145;2.0473372781065;6.14201183431951;41.3078269251241;34.8165628581432;236.505027798779;10.0403170572896;172.577805610376;3.59;2;2;1;2;NA;NA;1314;1364;1515;1532;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;1744;1379;1462;1289;0;1381;0;0;0;0;0;0
Ham-en-Artois;62;62407;87342261;62190;2.4657764;50.5900401; 2 550 ; 2 895 ; 2 413 ; 2 454 ; 3 036 ; 3 193 ; 3 738 ; 4 195 ;960;959;1016;523;NA;NA;NA;NA;NA;NA;NA;NA;22980;NA;NA;419;398;2;19;68.9259461239597;71.4006610289705;592;40;439;3.2;1;2;5;3;3;NA;837;272;1683;1208;708;NA;0;0;0;0;0;0;0;0;0;0;0;0;2304;2015;2203;3107;4018;4008;0;0;0;0;0;0
Hénin-Beaumont;62;62427;87345157;62110;2.95211;50.41706; 495 756 ; 382 345 ; 340 543 ; 550 540 ; 516 610 ; 525 421 ; 489 436 ; 496 665 ;26258;25992;26748;15 386;4 753;997;1 519;2 608;2 643;2 025;746;95;18670;37;23;12474.1825723199;11170.8677284587;53.8324898858111;1249.4823539754;12283.410230332;12468.6350991338;16358.9520016156;2278.52914300568;11304.2518588152;20.72;90;172;218;222;164;26;1414;1224;1181;1261;1338;1493;0;0;0;0;0;0;0;0;0;0;0;0;17404;15702;16464;12156;15728;15694;0;0;0;0;0;0
Hesdigneul-lès-Boulogne;62;62446;87317107;62196;1.6669967;50.6609475; 28 112 ; 25 868 ; 23 801 ; 30 185 ; 25 969 ; 27 056 ; 26 452 ; 28 132 ;828;718;657;424;NA;NA;NA;NA;NA;NA;NA;NA;21550;NA;NA;309.305367820196;284.14674713054;1.04827586206897;24.1103448275863;131.716163010932;137.076227254222;445.288075475248;35.3672446787327;340.785760715327;3.32;3;5;1;8;7;5;1417;1744;2024;1823;1979;1685;0;0;0;0;0;0;0;0;0;0;0;0;4951;4023;4194;3072;3495;4182;0;0;0;0;0;0
Isbergues;62;62473;87342279;62330;2.46277;50.61399; 150 580 ; 118 656 ; 104 530 ; 175 520 ; 166 535 ; 180 402 ; 176 030 ; 196 134 ;8760;8717;9038;5 234;1 326;344;464;1 004;1 072;790;218;16;19630;37;17;4288.94444709037;3833.10862619485;14.0257175660161;441.810103329507;2840.92671228253;2945.1103841547;5165.00899410786;554.059993869428;3539.09165515086;14.37;19;30;52;44;33;3;1048;1092;1120;1270;1388;1638;0;0;0;0;0;0;0;0;0;0;0;0;12306;11128;11471;7039;9513;9807;0;0;0;0;0;0
Leforest;62;62497;87345223;62790;3.05977;50.42780; 226 347 ; 189 079 ; 186 332 ; 270 847 ; 239 341 ; 248 146 ; 224 614 ; 222 919 ;7285;7248;6958;3 904;897;245;401;708;740;648;249;16;19940;38;17;3031.32086384376;2820.39731446154;3.02761075668254;207.895938625535;977.798160781932;856.786346792166;4390.33312590267;474.123404391853;3140.53707096607;6.22;19;44;51;47;26;5;1742;1476;1616;1651;1838;1659;0;0;0;0;0;0;0;0;0;0;0;0;14280;12908;13665;8372;9794;10039;0;0;0;0;0;0
