GARE;CODE_DEP;CODE_INSEE;CODE_UIC;CODE_POSTAL;LONG;LAT; NB_VOY_2022 ; NB_VOY_2021 ; NB_VOY_2020 ; NB_VOY_2019 ; NB_VOY_2018 ; NB_VOY_2017 ; NB_VOY_2016 ; NB_VOY_2015 ;POP_2023;POP_2019;POP_2013;NB_FOYER_2020;NB_FOYER_2020_REV_0_10000;NB_FOYER_2020_REV_10000_12000;NB_FOYER_2020_REV_12001_15000;NB_FOYER_2020_REV_15001_20000;NB_FOYER_2020_REV_20001_30000;NB_FOYER_2020_REV_30001_50000;NB_FOYER_2020_REV_50001_100000;NB_FOYER_2020_REV_PLUS_100001;REV_MED_2020;PIMP_2020;TP_2020;LOG_2019;RP_2019;RS_2019;LOGVAC_2019;EMPLT_2019;EMPLT_2013;POP_1564_2019;CHOMEUR_1564_2019;POP_ACT_1564_2019;SUPERF;NB_TRANS_2017;NB_TRANS_2018;NB_TRANS_2019;NB_TRANS_2020;NB_TRANS_2021;NB_TRANS_2022;PXMED_2017;PXMED_2018;PXMED_2019;PXMED_2020;PXMED_2021;PXMED_2022;DepT TN_2017;DepT TN_2018;DepT TN_2019;DepT TN_2020;DepT TN_2021;DepT TN_2022;DepT TGV_2017;DepT TGV_2018;DepT TGV_2019;DepT TGV_2020;DepT TGV_2021;DepT TGV_2022;DepT TER_2017;DepT TER_2018;DepT TER_2019;DepT TER_2020;DepT TER_2021;DepT TER_2022;DepT INTERCITES_2017;DepT INTERCITES_2018;DepT INTERCITES_2019;DepT INTERCITES_2020;DepT INTERCITES_2021;DepT INTERCITES_2022
Taillebourg;17;17436;87491043;17350;-0.6451123;45.8305696;#N/A; -   ; -   ; 663 ; 368 ; 453 ; 563 ; 252 ;792;756;744;438;NA;NA;NA;NA;NA;NA;NA;NA;20600;NA;NA;445.510416666669;324.843750000002;56.5026455026455;64.1640211640212;106.960945104516;109.95543560465;443.953125;48.234375;338.625;14.25;2;4;5;3;8;NA;909;1476;1136;1220;1206;NA;0;0;0;0;0;0;0;0;0;0;0;0;645;819;563;0;0;0;0;0;0;0;0;0
Tonnay-Charente;17;17449;87485151;17430;-0.8978981;45.9433989; 28 272 ; 19 631 ; 12 983 ; 15 321 ; 11 928 ; 13 460 ; 11 577 ; 13 000 ;8248;8097;7914;5 185;1 036;347;545;1 014;953;940;320;30;20960;44;11;4285.95023904721;3819.62871514524;63.072312545499;403.249211356469;2253.11212142744;2111.65485938503;4879.1496862754;605.324535466139;3708.53545893288;34.39;56;81;81;74;68;19;1597;1524;1636;1812;1955;2155;0;0;0;0;0;0;0;0;0;0;0;0;2107;2033;2085;2803;3918;3718;0;0;0;0;0;0
Villeneuve-la-Comtesse;17;17474;87491258;17330;-0.5130717;46.0986599; 867 ; 1 188 ; 1 196 ; 2 159 ; 1 833 ; 1 548 ; 1 895 ; 2 463 ;755;739;762;417;NA;NA;NA;NA;NA;NA;NA;NA;18910;NA;NA;413.214081082603;326.008892403357;33.0778301886792;54.127358490566;131.448534481904;213.85713211923;413.088262894789;60.779421645744;276.277919788681;15.9;3;3;5;4;3;NA;1413;658;672;1031;1069;NA;0;0;0;0;0;0;0;0;0;0;0;0;1100;964;1017;769;1039;1140;0;0;0;0;0;0
Avord;18;18018;87576439;18520;2.6523757;47.0349061; 53 799 ; 39 421 ; 28 256 ; 35 132 ; 27 513 ; 28 903 ; 26 383 ; 26 562 ;2841;2740;2716;1 457;293;84;162;371;259;215;n.c.;n.c.;19570;38;16;1116.671279561;994.564541337978;10.0914659688444;112.015272254173;2865.31103151021;3054.64805978767;1906.95004592828;174.325902382445;1542.76759140891;27.98;5;18;18;19;20;2;1379;1210;1125;1091;1253;1349;0;0;0;0;0;0;0;0;0;0;0;0;4022;3667;3891;3125;3918;3955;0;0;0;0;0;0
Bengy-sur-Craon;18;18027;87576447;18520;2.7492361;47.0004698; 25 974 ; 16 544 ; 17 995 ; 16 781 ; 12 622 ; 13 874 ; 11 735 ; 7 331 ;720;657;680;344;NA;NA;NA;NA;NA;NA;NA;NA;21580;NA;NA;342.902184050071;285.738390946623;32.0919540229885;25.0718390804598;104.163103696497;104.536825081907;410.868035811639;31.893537630759;314.49880214434;35.24;2;NA;2;3;3;NA;692;NA;623;1175;962;NA;0;0;0;0;0;0;0;0;0;0;0;0;3332;3071;3281;2581;3272;3433;0;0;0;0;0;0
Bourges;18;18033;87576207;18000;2.394255;47.094145; 1 148 025 ; 829 220 ; 615 575 ; 980 131 ; 843 252 ; 915 112 ; 880 015 ; 957 058 ;66385;64541;67189;41 735;11 491;2 109;3 372;6 827;7 748;6 399;3 196;593;21320;49;18;38988.0841584688;32685.2197456542;953.669647198119;5349.19476561645;38393.899244561;38789.0344503142;40065.9289932857;4577.95023115262;28244.5116207867;68.74;298;563;612;586;454;189;1335;1355;1401;1443;1587;1692;0;0;0;0;0;0;1;1;1;0;0;0;10877;10077;12067;10359;12274;12310;3304;1239;1246;1016;1323;1354
Châteauneuf-sur-Cher;18;18058;87576298;18190;2.3103826;46.8568144; 16 400 ; 9 878 ; 7 441 ; 10 472 ; 9 070 ; 11 801 ; 11 263 ; 13 422 ;1438;1457;1474;906;NA;NA;NA;NA;NA;NA;NA;NA;20620;NA;NA;960.170972940709;674.814450726082;83.3964483937113;201.960073820915;486.210604688316;488.454821539451;826.375660149652;101.010057279862;619.319880166997;21.97;4;6;7;9;18;3;693;1166;903;913;341;494;0;0;0;0;0;0;0;0;0;0;0;0;2012;2012;2954;2755;3266;3402;1400;0;0;0;0;0
Foëcy;18;18096;87576108;18500;2.1625062;47.1756905; 33 780 ; 24 973 ; 21 722 ; 27 253 ; 25 818 ; 25 935 ; 22 704 ; 24 726 ;2120;2099;2071;1 239;238;n.c.;122;252;250;240;67;n.c.;21060;43;11;1097.16052563452;942.917254926728;38.5608176769468;115.682453030841;335.630861921746;408.696479885408;1296.43725294874;146.877270955097;1006.82386457696;16.21;3;1;6;7;6;2;1064;331;617;855;1063;1282;0;0;0;0;0;0;0;0;0;0;0;0;5793;5365;5564;3620;5533;5640;0;0;0;0;0;0
La Guerche-sur-l'Aubois;18;18108;87576470;18150;2.9485731;46.9477388; 44 444 ; 33 282 ; 32 199 ; 36 367 ; 28 453 ; 31 303 ; 29 628 ; 27 400 ;3201;3177;3322;1 990;467;124;192;363;395;335;n.c.;n.c.;20770;40;15;1928;1487;103;338;848.891668905269;897.759192213668;1761;150;1262;52.7;2;10;12;8;6;5;772;897;542;770;1066;1236;0;0;0;0;0;0;0;0;0;0;0;0;3404;3082;3281;2581;3271;3433;0;0;0;0;0;0
Lunery;18;18133;87576280;18400;2.275014;46.9351795; 661 ; 177 ; 506 ; 678 ; 324 ; 304 ; 688 ; 783 ;1606;1585;1459;880;NA;NA;NA;NA;NA;NA;NA;NA;20050;NA;NA;750.642314472564;642.378255792858;33.080684596577;75.1833740831295;357.43071012467;385.757391967241;951.767922153376;109.503190930178;690.862645379207;32.87;3;7;4;8;8;3;1200;947;1282;643;1015;556;0;0;0;0;0;0;0;0;0;0;0;0;1074;1141;934;822;801;867;0;0;0;0;0;0
Marmagne;18;18138;87576132;18500;2.2819971;47.1001505; 8 259 ; 5 677 ; 4 351 ; 6 292 ; 5 714 ; 6 942 ; 7 274 ; 6 778 ;1969;1922;2005;1 148;113;41;90;188;241;290;161;24;25510;62;NA;978.071975068707;882.783513530246;23.0698380566801;72.2186234817811;242.010646392981;281.58175292805;1209.69679446246;61.1435438281716;931.273656002038;37.66;NA;5;9;10;11;2;NA;1375;1644;1544;1741;1097;0;0;0;0;0;0;0;0;0;0;0;0;5793;5323;5504;3620;5181;5640;0;0;0;0;0;0
Mehun-sur-Yèvre;18;18141;87576116;18500;2.2071342;47.1394406; 82 908 ; 48 108 ; 29 672 ; 46 896 ; 45 373 ; 51 129 ; 50 612 ; 62 482 ;6590;6555;6804;4 164;755;236;388;837;903;757;253;35;21960;47;11;3686.66917211868;3120.75953364497;84.4793165347442;481.430321938964;1969.66553328421;2117.50950971082;3837.09313480564;355.651166008214;2861.41165459215;24.45;19;33;44;44;41;11;1071;1146;1084;1180;1217;1253;0;0;0;0;0;0;0;0;0;0;0;0;9584;8811;9186;6681;9694;9568;0;0;0;0;0;0
Nérondes;18;18160;87576454;18350;2.8221695;46.9996897; 32 042 ; 22 127 ; 17 334 ; 20 245 ; 16 909 ; 17 891 ; 20 498 ; 22 791 ;1467;1466;1596;896;NA;NA;NA;NA;NA;NA;NA;NA;20580;NA;NA;845.610537035111;657.0746516514;64.5256506126069;124.010234771104;496.696713444635;494.376742036705;770.240576938766;106.749907119407;563.358749272422;34;3;4;1;5;8;3;1032;564;1667;806;942;647;0;0;0;0;0;0;0;0;0;0;0;0;3332;3071;3281;2581;3271;3433;0;0;0;0;0;0
Saint-Amand-Montrond - Orval;18;18172;87576322;18200;2.4859441;46.7265409; 59 281 ; 49 900 ; 44 514 ; 57 623 ; 47 585 ; 56 650 ; 54 625 ; 59 638 ;1780;1798;1882;1 106;237;66;107;207;264;181;n.c.;n.c.;20260;NA;NA;1053.9183996449;928.831350678223;25.2191630981195;99.8678858685531;626.981477748046;615.990234224684;990.387328601676;116.88979533931;713.251924496827;7.65;2;14;13;17;13;8;858;935;1000;947;1103;969;0;0;0;0;0;0;0;0;0;0;0;0;2115;2083;3007;2826;3377;3457;1400;0;0;0;0;0
Urçay - La Perche;18;18178;87576348;18200;2.5865708;46.6295123; 885 ; 925 ; 1 943 ; 3 024 ; 4 200 ; 5 286 ; 4 913 ; 5 743 ;197;198;230;130;NA;NA;NA;NA;NA;NA;NA;NA;21120;NA;NA;191;104;51;36;73.534352015812;59.0835958922497;117;9;91;10.45;NA;1;1;NA;2;1;NA;472;136;NA;721;902;0;0;0;0;0;0;0;0;0;0;0;0;835;751;688;676;655;581;0;0;0;0;0;0
Saint-Florent-sur-Cher;18;18207;87576272;18400;2.2525668;46.9921865; 10 766 ; 8 893 ; 8 315 ; 13 388 ; 13 623 ; 15 890 ; 16 555 ; 17 712 ;6527;6442;6629;3 958;778;228;374;794;836;715;204;29;20830;46;13;3600.02132699687;3114.82297761585;84.2079779917471;400.990371389272;2351.68567438415;2569.15093163362;3635.39352047462;356.071808379607;2666.31220151421;22.41;17;47;36;55;56;17;1318;1181;1012;1111;1166;1064;0;0;0;0;0;0;0;0;0;0;0;0;2014;2015;2955;2760;3265;3402;1400;0;0;0;0;0
Saint-Germain-du-Puy;18;18213;87576405;18390;2.4846102;47.0965233; 7 210 ; 4 056 ; 2 890 ; 6 063 ; 6 800 ; 7 902 ; 8 079 ; 9 138 ;5106;5041;5039;2 859;497;136;210;563;628;600;205;20;21620;47;11;2465.21421575345;2354.78029697053;12.1578626183033;98.2760561646184;2172.62714747813;2459.65594707847;2934.90288683994;306.84177337989;2163.87297764279;21.63;27;34;36;34;39;14;1261;1214;1294;1308;1496;1494;0;0;0;0;0;0;0;0;0;0;0;0;3332;3071;3281;2581;3274;3433;0;0;0;0;0;0
Bigny;18;18270;87576306;18190;2.368638;46.8015763; 123 ; 112 ; 79 ; 358 ; 1 061 ; 1 996 ; 1 920 ; 2 098 ;729;717;722;449;NA;NA;NA;NA;NA;NA;NA;NA;20610;NA;NA;445.474431818182;354.474431818182;44.9770114942529;46.0229885057471;261.85095668235;237.462274320844;408.100852272727;61.7670454545455;294.681818181818;25.66;NA;2;2;1;5;NA;NA;341;917;267;682;NA;0;0;0;0;0;0;0;0;0;0;0;0;1073;1141;933;821;800;867;0;0;0;0;0;0
Vierzon;18;18279;87576009;18100;2.059822;47.226497; 1 119 849 ; 816 219 ; 583 117 ; 871 397 ; 794 124 ; 865 479 ; 856 521 ; 885 793 ;25542;25464;27113;16 085;4 936;1 036;1 543;2 937;2 873;2 033;626;101;18840;36;23;15087.9155523976;12239.2385288068;287.339238789603;2561.33778480122;10228.8749377645;10860.7193850279;14229.0235214959;2367.70584111608;10112.1334264674;74.5;76;149;175;173;159;54;805;842;824;845;933;1007;0;0;0;0;0;0;1;1;1;0;0;0;17599;16504;19509;17092;20111;19283;8329;5727;5823;3720;4949;5371
Vierzon Forges;18;18279;87576090;18100;2.0994545;47.2099931; 3 307 ; 2 773 ; 1 644 ; 1 940 ; 1 138 ; 1 533 ; 1 812 ; 2 816 ;25542;25464;27113;16 085;4 936;1 036;1 543;2 937;2 873;2 033;626;101;18840;36;23;15087.9155523976;12239.2385288068;287.339238789603;2561.33778480122;10228.8749377645;10860.7193850279;14229.0235214959;2367.70584111608;10112.1334264674;74.5;76;149;175;173;159;54;805;842;824;845;933;1007;0;0;0;0;0;0;0;0;0;0;0;0;5793;5323;5504;3620;5181;5640;0;0;0;0;0;0
Allassac;19;19005;87594234;19240;1.4731471;45.2589385; 23 681 ; 17 797 ; 15 856 ; 23 411 ; 18 504 ; 16 670 ; 14 697 ; 16 854 ;4096;3968;3869;2 342;431;135;232;410;448;477;188;21;22020;45;10;2209.30496129889;1751.35825283494;109.747577191796;348.199131272154;788.878610103893;931.589909715327;2334.22232888676;165.810273127871;1789.12133757325;39.01;5;21;19;17;16;6;872;1047;1462;1130;971;1214;0;0;0;0;0;0;0;0;0;0;0;0;4381;4434;4333;3682;4248;4276;0;0;0;0;0;0
Brive-la-Gaillarde;19;19031;87594002;19100;1.528655;45.152618; 1 030 162 ; 776 960 ; 538 164 ; 810 034 ; 758 883 ; 864 600 ; 836 580 ; 890 457 ;47175;46330;46794;29 642;6 981;1 792;2 889;5 529;5 453;4 515;2 036;447;20700;45;17;28540.0238647738;24024.7424298903;933.768601417698;3581.51283346584;28724.103077226;28897.8053828489;26835.651547605;2927.11876884761;19398.4737642764;48.59;176;410;421;385;353;112;1336;1387;1420;1616;1714;1777;0;0;0;0;0;0;1;1;0;0;0;0;13372;12081;12522;9462;13623;14713;5265;4852;4996;3516;4711;5060
Bugeat;19;19033;87592162;19170;1.9248147;45.6005968; 7 024 ; 5 689 ; 4 761 ; 7 502 ; 5 992 ; 5 810 ; 5 815 ; 7 142 ;797;793;851;477;NA;NA;NA;NA;NA;NA;NA;NA;20560;NA;NA;748.225543586632;391.755223570218;290.196964745757;66.2733552706573;280.322035151118;281.29748416845;360.952918561787;19.6365597000342;248.520980597462;30.99;4;3;5;1;11;2;291;255;416;417;438;388;0;0;0;0;0;0;0;0;0;0;0;0;3290;3057;2817;2127;3088;3065;0;0;0;0;0;0
Cornil;19;19061;87594481;19150;1.6978482;45.2151758; 7 553 ; 5 149 ; 3 418 ; 4 762 ; 3 654 ; 4 309 ; 3 443 ; 3 539 ;1320;1308;1399;742;NA;NA;NA;NA;NA;NA;NA;NA;22490;NA;NA;584.961683373025;476.614416491997;77.2475884244372;31.0996784565916;398.169184114437;466.878900678301;636.017921992698;50.7767646642637;482.557548947796;19.66;1;NA;1;1;1;1;68;NA;360;314;1250;550;0;0;0;0;0;0;0;0;0;0;0;0;8052;7363;7609;5761;7876;7882;0;0;0;0;0;0
Corrèze;19;19062;87594119;19800;1.8810793;45.3294801; 4 566 ; 4 184 ; 3 271 ; 4 298 ; 4 209 ; 4 737 ; 4 771 ; 3 665 ;1189;1140;1116;720;NA;NA;NA;NA;NA;NA;NA;NA;22090;NA;NA;807.042573679584;528.353593878039;171.656255674864;107.03272412668;631.697655948086;554.891257990174;593.111824922806;45.6461051553243;461.363917291165;34.16;3;8;3;4;8;NA;1231;564;750;1286;567;NA;0;0;0;0;0;0;0;0;0;0;0;0;2642;2463;2561;1927;2624;2623;159;0;0;0;0;0
Égletons;19;19073;87594168;19300;2.0651243;45.4023816; 39 086 ; 35 886 ; 28 707 ; 31 577 ; 31 158 ; 31 977 ; 33 570 ; 34 935 ;5008;4295;4334;2 099;509;138;192;395;401;330;118;16;20010;42;16;2627.98795833575;1979.60471993054;203.471616856889;444.911621548318;2681.18812383898;2619.92004905947;2754.24418059761;195.137044414167;1817.15273030226;16.85;12;12;18;21;23;8;992;1026;734;880;864;1221;0;0;0;0;0;0;0;0;0;0;0;0;2641;2461;2561;1927;2623;2623;159;0;0;0;0;0
Lacelle;19;19095;87592147;19170;1.8264798;45.6412701; 1 830 ; 1 528 ; 870 ; 1 118 ; 918 ; 1 212 ; 777 ; 854 ;132;136;127;82;NA;NA;NA;NA;NA;NA;NA;NA;16280;NA;NA;154.088918380889;74.4525547445255;69.4265734265734;10.2097902097902;46.0093748736704;29.8294151064901;58.5693430656934;4.96350364963504;42.6861313868613;20.58;NA;NA;1;NA;2;1;NA;NA;326;NA;459;224;0;0;0;0;0;0;0;0;0;0;0;0;3291;3040;2552;1963;2813;2800;0;0;0;0;0;0
Larche;19;19107;87594424;19600;1.416143;45.1321707; 3 ; -   ; 13 ; 44 ; 16 ; 109 ; 67 ; 280 ;1669;1617;1606;915;NA;NA;NA;NA;NA;NA;NA;NA;23080;NA;NA;853.341911340435;751.204587396773;38.1725352112677;63.9647887323946;330.421599357312;388.464830049855;1056.19051690548;83.9887758356052;826.976234625325;5.74;6;7;10;6;8;1;1421;1141;1593;1448;1641;969;0;0;0;0;0;0;0;0;0;0;0;0;371;439;455;223;0;0;0;0;0;0;0;0
La Rivière de Mansac;19;19124;87594416;19520;1.3655086;45.139681; 4 610 ; 1 715 ; 66 ; 263 ; 177 ; 339 ; 228 ; 89 ;1500;1449;1368;848;NA;NA;NA;NA;NA;NA;NA;NA;21180;NA;NA;685.294868454219;593.255208397562;32.7252124645893;59.3144475920681;284.140354981408;266.827633270948;805.964947883592;60.2897159071557;613.976042969026;18.4;NA;9;4;6;7;2;NA;1309;1344;1397;1348;1377;0;0;0;0;0;0;0;0;0;0;0;0;371;439;455;223;3384;3754;0;0;0;0;0;0
Masseret;19;19129;87594820;19510;1.5415396;45.536175; 8 126 ; 6 984 ; 4 637 ; 5 767 ; 4 757 ; 5 467 ; 4 781 ; 6 345 ;668;664;678;447;NA;NA;NA;NA;NA;NA;NA;NA;21290;NA;NA;507.008118439194;338.663157198884;82.6782945736434;85.6666666666667;180.113206529614;202.205534578225;364.533199366975;22.6753014886496;285.495658112936;13.55;3;1;3;1;2;NA;423;276;885;558;682;NA;0;0;0;0;0;0;0;0;0;0;0;0;3493;3392;3345;2931;3250;3484;0;0;0;0;0;0
Jassonneix;19;19136;87594085;19250;2.1393366;45.5434698; 1 389 ; 960 ; 496 ; 960 ; 650 ; 971 ; 651 ; 17 ;2494;2308;2434;1 449;358;94;137;253;263;253;n.c.;n.c.;20360;45;16;1839.7777019418;1113.7777019418;493;233;845.590561860759;1024.68515505377;1339.72398658629;123.791359577787;936.736262156186;87.15;10;11;21;15;14;7;1193;776;918;818;592;870;0;0;0;0;0;0;0;0;0;0;0;0;2702;2506;2078;1597;2282;2273;0;0;0;0;0;0
Meymac;19;19136;87594275;19250;2.1640905;45.5302313; 26 518 ; 18 401 ; 15 341 ; 21 029 ; 17 328 ; 18 350 ; 18 281 ; 21 825 ;2494;2308;2434;1 449;358;94;137;253;263;253;n.c.;n.c.;20360;45;16;1839.7777019418;1113.7777019418;493;233;845.590561860759;1024.68515505377;1339.72398658629;123.791359577787;936.736262156186;87.15;10;11;21;15;14;7;1193;776;918;818;592;870;0;0;0;0;0;0;0;0;0;0;0;0;5913;5494;5364;4051;5692;5669;159;0;0;0;0;0
Montaignac-Saint-Hippolyte;19;19143;87594135;19300;1.9797531;45.3546898; 1 908 ; 1 743 ; 1 507 ; 1 082 ; 773 ; 992 ; 1 050 ; 759 ;667;674;626;324;NA;NA;NA;NA;NA;NA;NA;NA;21160;NA;NA;453.562474511958;309.343920833332;105.8794778724;38.3390758062265;161.533022615959;159.020644262283;405.628201604315;25.8359308977426;326.850493367201;32.7;NA;1;1;1;NA;NA;NA;747;611;1693;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;2375;2401;2334;1823;2417;2429;0;0;0;0;0;0
Objat;19;19153;87594630;19130;1.4068293;45.2647335; 17 133 ; 10 089 ; 5 336 ; 7 364 ; 4 329 ; 6 852 ; 5 695 ; 7 532 ;3743;3624;3534;2 362;471;171;230;478;449;396;144;23;21470;43;11;2163.29069839571;1816.41561439315;119.333119277849;227.541964724713;1786.10879981888;1885.36904842459;1955.95000866631;198.73940248868;1448.31518684618;9.57;11;22;28;15;20;10;857;1391;1332;1386;1315;1396;0;0;0;0;0;0;0;0;0;0;0;0;2467;1178;1679;1387;1742;1620;0;0;0;0;0;0
Pérols-sur-Vézère;19;19160;87592170;19170;1.97767;45.5848341; 598 ; 482 ; 322 ; 171 ; 195 ; 170 ; 104 ; 221 ;196;192;179;136;NA;NA;NA;NA;NA;NA;NA;NA;22190;NA;NA;259;101;141;17;23.7994278946667;27.9589485322477;98;5;68;46.98;NA;2;1;1;NA;NA;NA;619;786;184;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;3290;3040;2552;1963;2814;2800;0;0;0;0;0;0
Saint-Aulaire;19;19182;87594622;19130;1.3986965;45.2488414; 5 077 ; 2 954 ; 1 828 ; 1 401 ; 923 ; 858 ; 344 ; 333 ;784;763;835;468;NA;NA;NA;NA;NA;NA;NA;NA;21750;NA;NA;432.056343182917;355.539336380196;55.3741496598641;21.1428571428572;424.597209995851;498.72457973376;459.722872130689;35.1627360682437;347.269946601666;10.79;NA;5;4;1;2;3;NA;1034;613;399;1502;917;0;0;0;0;0;0;0;0;0;0;0;0;2856;2043;3358;2352;3485;3239;0;0;0;0;0;0
Aubazines - Saint-Hilaire;19;19211;87594465;19190;1.6412346;45.1816781; 9 738 ; 6 209 ; 5 011 ; 8 137 ; 6 662 ; 8 054 ; 7 895 ; 8 467 ;1030;1004;956;543;NA;NA;NA;NA;NA;NA;NA;NA;22120;NA;NA;507.699529772834;430.827636847404;28.3212237093691;48.5506692160613;154.548103739584;189.870144509318;602.303557139613;49.6431029683804;489.754390872683;18.89;NA;2;1;1;1;1;NA;887;1340;1170;2115;177;0;0;0;0;0;0;0;0;0;0;0;0;8073;7375;7749;5826;7876;7883;0;0;0;0;0;0
Tulle;19;19272;87594499;19000;1.756467;45.258725; 157 594 ; 124 398 ; 90 608 ; 134 327 ; 122 979 ; 152 654 ; 160 793 ; 180 262 ;14973;14812;14323;8 369;2 056;509;826;1 512;1 589;1 287;511;79;21020;44;17;9080.57124347567;7676.3219119406;511.11973368514;893.129597849932;11817.1134123665;11997.056034492;9241.09333933832;996.588533227088;6959.74891275244;24.44;39;79;83;71;67;22;880;700;714;837;964;962;0;0;0;0;0;0;0;0;0;0;0;0;5483;5128;5366;4065;5377;5446;159;0;0;0;0;0
Turenne;19;19273;87594556;19500;1.6007045;45.0379541; 791 ; 728 ; 297 ; 324 ; 504 ; 587 ; 425 ; 400 ;829;811;807;487;NA;NA;NA;NA;NA;NA;NA;NA;21230;NA;NA;588;371;163;54;119.699530219521;182.49424406318;467;31;346;28.03;2;NA;2;3;NA;NA;984;NA;930;1188;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;1904;1863;1395;1371;1919;2240;0;0;0;0;0;0
Ussel;19;19275;87594093;19200;2.3143439;45.5574383; 73 875 ; 57 636 ; 43 557 ; 55 008 ; 50 999 ; 61 827 ; 59 892 ; 70 375 ;9530;9358;9702;5 691;1 178;358;557;1 127;1 150;945;311;65;20880;44;15;5751.63598360979;4598.43648636044;241.216306745642;911.983190503715;5465.55776178389;5549.12891929317;5447.32924895255;434.353437048958;4040.73717375308;50.37;32;34;53;44;56;20;1056;1078;1031;917;1068;1125;0;0;0;0;0;0;0;0;0;0;0;0;2931;2746;2707;2045;2808;2861;79;0;0;0;0;0
Uzerche;19;19276;87594200;19140;1.5702735;45.4407088; 73 091 ; 56 268 ; 43 161 ; 69 918 ; 66 798 ; 82 453 ; 81 930 ; 82 141 ;2846;2794;2934;1 558;396;104;166;266;284;243;80;19;21300;41;13;1588.43994346818;1103.72167690717;230.865813557927;253.852453003089;1717.45787267763;1816.86403120377;1800.38760764867;123.103555647629;984.396180278216;23.85;14;16;18;16;11;7;786;686;793;881;1013;700;0;0;0;0;0;0;0;0;0;0;0;0;4380;4433;4334;3682;4249;4276;2930;2399;2514;1755;1935;2377
Varetz;19;19278;87594606;19240;1.4472859;45.1911631; 1 862 ; 1 714 ; 1 394 ; 2 217 ; 1 814 ; 2 338 ; 2 141 ; 1 797 ;2538;2457;2316;1 428;255;58;117;238;305;315;124;16;23150;52;11;1076.32004289535;985.552161483675;43.854144951706;46.9137364599646;636.20185433224;508.65768617255;1465.51214282389;105.42381721611;1084.78472183988;20.38;5;2;11;13;7;2;1443;1946;1713;1778;1901;1169;0;0;0;0;0;0;0;0;0;0;0;0;2856;2043;3358;2352;3485;3239;0;0;0;0;0;0
Le Burg;19;19278;87594614;19240;1.4298135;45.2157957; 806 ; 854 ; 275 ; 217 ; 412 ; 465 ; 243 ; 517 ;2538;2457;2316;1 428;255;58;117;238;305;315;124;16;23150;52;11;1076.32004289535;985.552161483675;43.854144951706;46.9137364599646;636.20185433224;508.65768617255;1465.51214282389;105.42381721611;1084.78472183988;20.38;5;2;11;13;7;2;1443;1946;1713;1778;1901;1169;0;0;0;0;0;0;0;0;0;0;0;0;2856;2043;3358;2352;3485;3239;0;0;0;0;0;0
Vigeois;19;19285;87594218;19410;1.5149455;45.3829467; 7 772 ; 7 152 ; 6 736 ; 7 963 ; 7 841 ; 8 161 ; 9 614 ; 8 686 ;1317;1255;1233;750;NA;NA;NA;NA;NA;NA;NA;NA;21610;NA;NA;776.281731909849;534.948398576516;174.008583690987;67.3247496423462;293.813787847107;319.963650352388;652.340114694453;29.5551601423491;457.119810201667;43.25;1;2;6;6;6;1;631;991;957;945;1180;1385;0;0;0;0;0;0;0;0;0;0;0;0;3495;3392;3344;2931;3249;3484;0;0;0;0;0;0
Longecourt-en-Plaine;21;21005;87712620;21230;5.1346952;47.1937936; 3 284 ; 2 043 ; 2 912 ; 4 425 ; 5 133 ; 7 745 ; 6 576 ; 6 444 ;1483;1470;1358;747;NA;NA;NA;NA;NA;NA;NA;NA;23460;NA;NA;616.298516726705;572.228012976882;9.67401301825387;34.3964907315693;268.207114657378;261.280043575423;901.281582205697;56.514947524773;669.523230272543;10.5;1;16;17;14;10;NA;1356;1728;1865;2081;2051;NA;0;0;0;0;0;0;0;0;0;0;0;0;4034;2882;2925;2041;1508;3216;0;0;0;0;0;0
Aiserey;21;21005;87713636;21110;5.1582447;47.170501; 33 880 ; 21 511 ; 19 409 ; 25 004 ; 24 241 ; 25 375 ; 24 134 ; 26 267 ;1483;1470;1358;747;NA;NA;NA;NA;NA;NA;NA;NA;23460;NA;NA;616.298516726705;572.228012976882;9.67401301825387;34.3964907315693;268.207114657378;261.280043575423;901.281582205697;56.514947524773;669.523230272543;10.5;1;16;17;14;10;NA;1356;1728;1865;2081;2051;NA;0;0;0;0;0;0;0;0;0;0;0;0;5432;5188;5275;4427;3378;5259;0;0;0;0;0;0
Auxonne;21;21038;87713347;21130;5.377370;47.192663; 362 209 ; 258 572 ; 246 666 ; 298 952 ; 270 708 ; 284 494 ; 272 128 ; 269 718 ;7709;7614;7819;4 498;1 031;309;458;989;731;730;224;26;20200;40;14;3747.21256932823;3259.37809360467;54.5405003914547;433.293975332113;3442.55607107266;3318.77900556296;4684.94913520565;524.253930125746;3523.13127211642;40.65;23;49;53;47;21;NA;1176;1222;1112;1351;1631;NA;0;0;0;0;0;0;0;0;0;0;0;0;15400;15856;15997;11645;11675;16165;0;0;0;0;0;0
